4.424242424242423866e+00,2.236441022054572514e+00
4.090909090909090828e+00,1.885773985003735165e+00
6.060606060606060774e-01,6.967562527023695829e+00
3.969696969696969724e+00,1.511177864545678373e+00
4.454545454545455030e+00,4.742645438831110116e-01
1.242424242424242431e+00,1.324239465401616300e+00
3.636363636363636243e+00,2.163541419358120610e+00
4.606060606060606410e+00,1.590389833988034685e+00
5.727272727272727515e+00,3.090237630187193663e+00
1.303030303030302983e+00,3.387634151912657376e+00
3.272727272727272485e+00,1.443637220671251775e+00
4.878787878787878896e+00,1.581877611485881463e+00
4.333333333333333925e+00,7.852553046118032620e-01
1.757575757575757569e+00,4.189153057054636697e+00
5.757575757575758013e-01,5.377416485889448872e+00
1.212121212121212155e+00,4.167480048531422732e+00
3.121212121212121104e+00,1.692903840813153593e+00
1.727272727272727293e+00,4.267361395089309895e+00
6.000000000000000000e+00,2.645475025818266435e+00
3.181818181818181657e+00,2.423839205934097407e+00
3.484848484848484862e+00,1.764311870625259182e+00
1.909090909090909172e+00,4.805328357118463511e-01
4.969696969696969724e+00,8.585855382685401160e-01
1.121212121212121327e+00,5.130030080955016558e+00
7.878787878787878451e-01,5.525948508514055391e+00
4.212121212121211933e+00,1.803251127349271732e+00
2.727272727272727515e+00,1.582006253145042951e+00
5.848484848484848619e+00,2.568516603387521524e+00
9.696969696969697239e-01,4.921079404977235505e+00
3.636363636363636465e-01,6.150803981140769316e+00
3.909090909090909172e+00,3.875554206792838352e-01
5.030303030303030276e+00,2.485079543370461774e+00
4.636363636363636687e+00,3.125411796070559856e+00
5.636363636363636687e+00,1.539611533953409994e+00
6.969696969696970168e-01,6.172609630814318571e+00
2.848484848484848619e+00,9.488355099254427438e-01
5.454545454545455030e+00,2.938597115466386356e+00
2.121212121212121104e+00,2.156525757601485349e+00
2.121212121212121271e-01,8.828145937666645793e+00
8.787878787878787845e-01,5.344004081037406095e+00
1.636363636363636465e+00,3.942541916394534329e+00
3.242424242424242209e+00,1.885217275489446731e+00
4.242424242424242209e+00,-9.175448411842768159e-01
2.696969696969697239e+00,2.343204524690857271e-01
1.484848484848484862e+00,2.186519686226346515e+00
4.909090909090909172e+00,4.678835855971719138e-01
3.303030303030303205e+00,2.758724806073175273e+00
1.060606060606060552e+00,4.012567982071899131e+00
1.545454545454545414e+00,3.386878436899273481e+00
2.393939393939394034e+00,1.428119677911156238e+00
1.787878787878787845e+00,1.697583575288894808e+00
5.424242424242423866e+00,2.110965793020090242e+00
2.787878787878788067e+00,1.225644970703938519e+00
2.939393939393939448e+00,1.606285905231836342e+00
5.090909090909090828e+00,3.230830245472939843e+00
4.000000000000000000e+00,6.452673033547062786e-01
2.151515151515151381e+00,1.576947627812325115e+00
3.000000000000000000e+00,4.431461287651636272e-01
3.333333333333333703e-01,6.029374539399274369e+00
3.000000000000000000e+00,9.278041008808649570e-01
2.181818181818181657e+00,1.155235265366922892e-01
3.787878787878788067e+00,1.254657517419550006e+00
4.545454545454545858e-01,7.218234352234875750e+00
4.666666666666666963e+00,-5.318161935135052865e-01
5.666666666666666963e+00,2.721354778301598110e+00
