1.404040404040403978e+00,-1.203465410357234155e+01
3.222222222222222321e+00,-1.565203975971511285e+00
4.515151515151515582e+00,-2.564560198135523716e-02
1.646464646464646631e+00,-1.126184784727817068e+01
5.646464646464646187e+00,-5.936677059599345663e-01
6.414141414141414366e+00,7.740992400762345405e-01
1.363636363636363757e+00,-1.242899180888882782e+01
6.010101010101010388e+00,8.793327390770107055e-01
4.676767676767676463e+00,9.638451538569750010e-01
1.606060606060605966e+00,-1.178636891366214101e+01
6.131313131313131493e+00,-6.097398745956070787e-01
3.787878787878788067e+00,2.372515738641391980e-01
8.151515151515152269e+00,1.384866931616852703e-01
7.868686868686868507e+00,-6.646016503743829018e-02
5.121212121212121104e+00,-1.376208461616694745e+00
3.303030303030303205e+00,-2.859649503330204734e+00
3.949494949494949836e+00,-1.305754840468606182e-01
2.818181818181818343e+00,-4.624684061743647767e+00
5.000000000000000000e+00,1.755509612844661671e+00
4.393939393939394478e+00,4.709005556644124679e-02
4.595959595959596911e+00,5.590469995263580572e-03
1.525252525252525304e+00,-1.143503823568182121e+01
2.454545454545454586e+00,-5.733346878703012628e+00
7.383838383838384090e+00,-9.008061552824144780e-01
7.060606060606060552e+00,1.341797344601379338e+00
1.444444444444444420e+00,-1.243368493181418444e+01
3.828282828282828731e+00,1.141199977586133674e-01
3.141414141414141437e+00,-2.335649474252725177e+00
1.888888888888888840e+00,-1.072034548550571387e+01
8.313131313131313149e+00,4.582789559648628441e-01
6.535353535353535470e+00,3.828441963786989310e-01
8.393939393939394478e+00,-2.173935561408149031e-01
4.555555555555555358e+00,1.382891664771858764e+00
6.252525252525252597e+00,3.745797094190950194e-01
3.989898989898990056e+00,-9.534182128676147450e-01
5.282828282828282873e+00,-4.654952975291235528e-01
3.747474747474747847e+00,-1.156436330933377166e+00
8.797979797979799343e+00,1.750184612862584477e-01
8.434343434343434254e+00,-3.303625081065717506e-01
8.232323232323231821e+00,-4.382986621374053149e-01
8.030303030303031164e+00,8.347380535847330751e-01
2.212121212121211933e+00,-7.481029647784851022e+00
8.757575757575757791e+00,2.575544926338076746e+00
7.949494949494949836e+00,3.498910171956892690e-01
1.848484848484848619e+00,-6.470173865525305601e+00
8.070707070707070940e+00,-2.345010911782401397e+00
7.303030303030302761e+00,-5.903850416537766987e-01
8.717171717171718015e+00,3.596806910187626549e-01
5.888888888888889284e+00,-1.624097116846353606e+00
3.626262626262626299e+00,-1.948340638722771079e+00
4.919191919191919560e+00,4.272630742644900614e-02
4.959595959595960224e+00,5.593670206222531860e-01
7.666666666666666963e+00,1.531253359417197313e+00
7.828282828282828731e+00,8.663191438246333753e-01
3.868686868686868952e+00,-7.248167898670259124e-01
8.353535353535352925e+00,2.163144473701795079e+00
6.373737373737373701e+00,9.700244951553056716e-02
