4.232323232323232709e+00,4.674547950182062777e+03
9.000000000000000000e+00,-3.157316173329246340e+03
7.505050505050505194e+00,1.837129451474797179e+03
7.060606060606060552e+00,3.058979356203777115e+03
8.636363636363636687e+00,-2.190859521223426782e+03
6.171717171717171269e+00,4.063201500534006300e+03
6.696969696969697239e+00,4.091669693697236653e+03
5.929292929292929060e+00,4.865624474443705367e+03
3.464646464646464974e+00,3.780178638455907276e+03
5.121212121212121104e+00,4.892980006675787990e+03
8.393939393939394478e+00,-5.727696464501963192e+02
6.010101010101010388e+00,4.850930465129485128e+03
2.333333333333333481e+00,2.056249059773180306e+03
5.888888888888889284e+00,4.262460374091479025e+03
4.474747474747474918e+00,4.845577078831325707e+03
4.595959595959596911e+00,3.785340200483518402e+03
8.474747474747474030e+00,-7.162065979406248744e+02
1.848484848484848619e+00,2.443290554968427841e+03
1.888888888888888840e+00,1.688570029120107392e+03
2.252525252525252597e+00,2.421111741248440467e+03
2.373737373737373701e+00,2.653254758351351484e+03
8.959595959595960224e+00,-4.532808060436406777e+03
1.969696969696969724e+00,2.824391409941860729e+03
1.646464646464646631e+00,2.132801589965380117e+03
3.222222222222222321e+00,3.240947551464866137e+03
3.949494949494949836e+00,3.092907402626714884e+03
4.676767676767676463e+00,4.052296444259839063e+03
8.191919191919192045e+00,-3.499546357866763628e+02
3.909090909090909172e+00,3.440934804111988342e+03
3.181818181818182101e+00,3.624553717881778084e+03
4.838383838383839120e+00,4.584433889591195111e+03
1.161616161616161547e+00,2.492715320622584841e+03
3.666666666666666963e+00,3.789726139654822873e+03
3.424242424242424310e+00,2.462600622111166103e+03
7.303030303030302761e+00,2.459217732196566431e+03
3.060606060606060996e+00,3.135957690968660245e+03
4.636363636363636687e+00,4.156926483672606082e+03
3.101010101010101216e+00,2.925387008228168270e+03
7.101010101010101216e+00,2.726390287126580915e+03
7.747474747474747403e+00,1.015946617989928200e+03
6.050505050505050164e+00,5.482838089444451725e+03
8.595959595959596911e+00,-2.362884310229673247e+03
1.484848484848484862e+00,2.033645992645440401e+03
1.242424242424242431e+00,1.637390343091470868e+03
6.939393939393939448e+00,3.122344977546903465e+03
2.696969696969697239e+00,3.162309915986422311e+03
1.606060606060605966e+00,1.800909203256403998e+03
6.575757575757576134e+00,4.023378302646904558e+03
7.868686868686868507e+00,8.504519264100024429e+02
